,heat,speed,ra,rl,rv,y_fb,x_fb,fb_depth
0,1200,1.1,25,15,12,-1,0,2.8881743
1,1200,1.1,25,15,12,-0.947368421,1.917275624,2.8881743
2,1200,1.1,25,15,12,-0.894736842,2.51446871,2.8881743
3,1200,1.1,25,15,12,-0.842105263,2.902279722,2.8881743
4,1200,1.1,25,15,12,-0.789473684,3.185607869,2.8881743
5,1200,1.1,25,15,12,-0.736842105,3.399395926,2.8881743
6,1200,1.1,25,15,12,-0.684210526,3.569652478,2.8881743
7,1200,1.1,25,15,12,-0.631578947,3.702976287,2.8881743
8,1200,1.1,25,15,12,-0.578947368,3.807219424,2.8881743
9,1200,1.1,25,15,12,-0.526315789,3.887660922,2.8881743
10,1200,1.1,25,15,12,-0.473684211,3.944495066,2.8881743
11,1200,1.1,25,15,12,-0.421052632,3.981884742,2.8881743
12,1200,1.1,25,15,12,-0.368421053,4.001626352,2.8881743
13,1200,1.1,25,15,12,-0.315789474,4.004494658,2.8881743
14,1200,1.1,25,15,12,-0.263157895,3.99446393,2.8881743
15,1200,1.1,25,15,12,-0.210526316,3.970108731,2.8881743
16,1200,1.1,25,15,12,-0.157894737,3.934605715,2.8881743
17,1200,1.1,25,15,12,-0.105263158,3.881534206,2.8881743
18,1200,1.1,25,15,12,-0.052631579,3.813059896,2.8881743
19,1200,1.1,25,15,12,0,3.7737111,2.8881743
20,1200,1.1,25,15,15,-1,0,2.9274408
21,1200,1.1,25,15,15,-0.947368421,1.948769759,2.9274408
22,1200,1.1,25,15,15,-0.894736842,2.517123009,2.9274408
23,1200,1.1,25,15,15,-0.842105263,2.876470682,2.9274408
24,1200,1.1,25,15,15,-0.789473684,3.138813084,2.9274408
25,1200,1.1,25,15,15,-0.736842105,3.336613236,2.9274408
26,1200,1.1,25,15,15,-0.684210526,3.492671132,2.9274408
27,1200,1.1,25,15,15,-0.631578947,3.616530637,2.9274408
28,1200,1.1,25,15,15,-0.578947368,3.71419359,2.9274408
29,1200,1.1,25,15,15,-0.526315789,3.789827064,2.9274408
30,1200,1.1,25,15,15,-0.473684211,3.84636099,2.9274408
31,1200,1.1,25,15,15,-0.421052632,3.880397856,2.9274408
32,1200,1.1,25,15,15,-0.368421053,3.899859266,2.9274408
33,1200,1.1,25,15,15,-0.315789474,3.907028701,2.9274408
34,1200,1.1,25,15,15,-0.263157895,3.901430651,2.9274408
35,1200,1.1,25,15,15,-0.210526316,3.884757121,2.9274408
36,1200,1.1,25,15,15,-0.157894737,3.855879947,2.9274408
37,1200,1.1,25,15,15,-0.105263158,3.805805107,2.9274408
38,1200,1.1,25,15,15,-0.052631579,3.759884629,2.9274408
39,1200,1.1,25,15,15,0,3.7253142,2.9274408
40,1200,1.1,25,15,18,-1,0,2.9629589
41,1200,1.1,25,15,18,-0.947368421,1.936786331,2.9629589
42,1200,1.1,25,15,18,-0.894736842,2.479759094,2.9629589
43,1200,1.1,25,15,18,-0.842105263,2.81845514,2.9629589
44,1200,1.1,25,15,18,-0.789473684,3.060894062,2.9629589
45,1200,1.1,25,15,18,-0.736842105,3.249037911,2.9629589
46,1200,1.1,25,15,18,-0.684210526,3.399149645,2.9629589
47,1200,1.1,25,15,18,-0.631578947,3.515501212,2.9629589
48,1200,1.1,25,15,18,-0.578947368,3.607111445,2.9629589
49,1200,1.1,25,15,18,-0.526315789,3.678445892,2.9629589
50,1200,1.1,25,15,18,-0.473684211,3.732263235,2.9629589
51,1200,1.1,25,15,18,-0.421052632,3.767323731,2.9629589
52,1200,1.1,25,15,18,-0.368421053,3.788898953,2.9629589
53,1200,1.1,25,15,18,-0.315789474,3.79861884,2.9629589
54,1200,1.1,25,15,18,-0.263157895,3.797831783,2.9629589
55,1200,1.1,25,15,18,-0.210526316,3.786550053,2.9629589
56,1200,1.1,25,15,18,-0.157894737,3.762036801,2.9629589
57,1200,1.1,25,15,18,-0.105263158,3.723793003,2.9629589
58,1200,1.1,25,15,18,-0.052631579,3.691869742,2.9629589
59,1200,1.1,25,15,18,0,3.662763,2.9629589
60,1200,1.1,25,18,12,-1,0,2.8715989
61,1200,1.1,25,18,12,-0.947368421,1.770000964,2.8715989
62,1200,1.1,25,18,12,-0.894736842,2.375821071,2.8715989
63,1200,1.1,25,18,12,-0.842105263,2.775052572,2.8715989
64,1200,1.1,25,18,12,-0.789473684,3.07407211,2.8715989
65,1200,1.1,25,18,12,-0.736842105,3.303484451,2.8715989
66,1200,1.1,25,18,12,-0.684210526,3.486682467,2.8715989
67,1200,1.1,25,18,12,-0.631578947,3.631961878,2.8715989
68,1200,1.1,25,18,12,-0.578947368,3.745787071,2.8715989
69,1200,1.1,25,18,12,-0.526315789,3.834248582,2.8715989
70,1200,1.1,25,18,12,-0.473684211,3.898393671,2.8715989
71,1200,1.1,25,18,12,-0.421052632,3.940948361,2.8715989
72,1200,1.1,25,18,12,-0.368421053,3.963371768,2.8715989
73,1200,1.1,25,18,12,-0.315789474,3.969665126,2.8715989
74,1200,1.1,25,18,12,-0.263157895,3.961456641,2.8715989
75,1200,1.1,25,18,12,-0.210526316,3.938149379,2.8715989
76,1200,1.1,25,18,12,-0.157894737,3.904214047,2.8715989
77,1200,1.1,25,18,12,-0.105263158,3.850283482,2.8715989
78,1200,1.1,25,18,12,-0.052631579,3.790796084,2.8715989
79,1200,1.1,25,18,12,0,3.7540119,2.8715989
80,1200,1.1,25,18,15,-1,0,2.9072281
81,1200,1.1,25,18,15,-0.947368421,1.782582618,2.9072281
82,1200,1.1,25,18,15,-0.894736842,2.362663204,2.9072281
83,1200,1.1,25,18,15,-0.842105263,2.73815907,2.9072281
84,1200,1.1,25,18,15,-0.789473684,3.015840371,2.9072281
85,1200,1.1,25,18,15,-0.736842105,3.23159841,2.9072281
86,1200,1.1,25,18,15,-0.684210526,3.401889768,2.9072281
87,1200,1.1,25,18,15,-0.631578947,3.536393879,2.9072281
88,1200,1.1,25,18,15,-0.578947368,3.642865762,2.9072281
89,1200,1.1,25,18,15,-0.526315789,3.726267093,2.9072281
90,1200,1.1,25,18,15,-0.473684211,3.789733735,2.9072281
91,1200,1.1,25,18,15,-0.421052632,3.827853952,2.9072281
92,1200,1.1,25,18,15,-0.368421053,3.851834988,2.9072281
93,1200,1.1,25,18,15,-0.315789474,3.862187407,2.9072281
94,1200,1.1,25,18,15,-0.263157895,3.858852885,2.9072281
95,1200,1.1,25,18,15,-0.210526316,3.845475466,2.9072281
96,1200,1.1,25,18,15,-0.157894737,3.81743379,2.9072281
97,1200,1.1,25,18,15,-0.105263158,3.769794699,2.9072281
98,1200,1.1,25,18,15,-0.052631579,3.732344974,2.9072281
99,1200,1.1,25,18,15,0,3.699089,2.9072281
100,1200,1.1,25,18,18,-1,0,2.9372876
101,1200,1.1,25,18,18,-0.947368421,1.759967851,2.9372876
102,1200,1.1,25,18,18,-0.894736842,2.311951162,2.9372876
103,1200,1.1,25,18,18,-0.842105263,2.666041471,2.9372876
104,1200,1.1,25,18,18,-0.789473684,2.932150721,2.9372876
105,1200,1.1,25,18,18,-0.736842105,3.132158609,2.9372876
106,1200,1.1,25,18,18,-0.684210526,3.293224564,2.9372876
107,1200,1.1,25,18,18,-0.631578947,3.421225457,2.9372876
108,1200,1.1,25,18,18,-0.578947368,3.522562596,2.9372876
109,1200,1.1,25,18,18,-0.526315789,3.601873255,2.9372876
110,1200,1.1,25,18,18,-0.473684211,3.661908522,2.9372876
111,1200,1.1,25,18,18,-0.421052632,3.703397238,2.9372876
112,1200,1.1,25,18,18,-0.368421053,3.729886448,2.9372876
113,1200,1.1,25,18,18,-0.315789474,3.743738915,2.9372876
114,1200,1.1,25,18,18,-0.263157895,3.746405448,2.9372876
115,1200,1.1,25,18,18,-0.210526316,3.737385464,2.9372876
116,1200,1.1,25,18,18,-0.157894737,3.71403762,2.9372876
117,1200,1.1,25,18,18,-0.105263158,3.684082742,2.9372876
118,1200,1.1,25,18,18,-0.052631579,3.65470698,2.9372876
119,1200,1.1,25,18,18,0,3.6312057,2.9372876
120,1200,1.1,25,21,12,-1,0,2.8477672
121,1200,1.1,25,21,12,-0.947368421,1.650291285,2.8477672
122,1200,1.1,25,21,12,-0.894736842,2.24715636,2.8477672
123,1200,1.1,25,21,12,-0.842105263,2.6547745,2.8477672
124,1200,1.1,25,21,12,-0.789473684,2.965339191,2.8477672
125,1200,1.1,25,21,12,-0.736842105,3.208717598,2.8477672
126,1200,1.1,25,21,12,-0.684210526,3.401088512,2.8477672
127,1200,1.1,25,21,12,-0.631578947,3.556157726,2.8477672
128,1200,1.1,25,21,12,-0.578947368,3.678303208,2.8477672
129,1200,1.1,25,21,12,-0.526315789,3.773993064,2.8477672
130,1200,1.1,25,21,12,-0.473684211,3.844792443,2.8477672
131,1200,1.1,25,21,12,-0.421052632,3.892114985,2.8477672
132,1200,1.1,25,21,12,-0.368421053,3.918043884,2.8477672
133,1200,1.1,25,21,12,-0.315789474,3.927261635,2.8477672
134,1200,1.1,25,21,12,-0.263157895,3.921162011,2.8477672
135,1200,1.1,25,21,12,-0.210526316,3.901500779,2.8477672
136,1200,1.1,25,21,12,-0.157894737,3.867921752,2.8477672
137,1200,1.1,25,21,12,-0.105263158,3.813675283,2.8477672
138,1200,1.1,25,21,12,-0.052631579,3.765442744,2.8477672
139,1200,1.1,25,21,12,0,3.7299469,2.8477672
140,1200,1.1,25,21,15,-1,0,2.8794309
141,1200,1.1,25,21,15,-0.947368421,1.64640969,2.8794309
142,1200,1.1,25,21,15,-0.894736842,2.223882014,2.8794309
143,1200,1.1,25,21,15,-0.842105263,2.607064148,2.8794309
144,1200,1.1,25,21,15,-0.789473684,2.899780912,2.8794309
145,1200,1.1,25,21,15,-0.736842105,3.123616786,2.8794309
146,1200,1.1,25,21,15,-0.684210526,3.306108896,2.8794309
147,1200,1.1,25,21,15,-0.631578947,3.451650205,2.8794309
148,1200,1.1,25,21,15,-0.578947368,3.565856074,2.8794309
149,1200,1.1,25,21,15,-0.526315789,3.655694629,2.8794309
150,1200,1.1,25,21,15,-0.473684211,3.723493052,2.8794309
151,1200,1.1,25,21,15,-0.421052632,3.767745545,2.8794309
152,1200,1.1,25,21,15,-0.368421053,3.796097487,2.8794309
153,1200,1.1,25,21,15,-0.315789474,3.809676154,2.8794309
154,1200,1.1,25,21,15,-0.263157895,3.810770298,2.8794309
155,1200,1.1,25,21,15,-0.210526316,3.799312997,2.8794309
156,1200,1.1,25,21,15,-0.157894737,3.772673796,2.8794309
157,1200,1.1,25,21,15,-0.105263158,3.732812711,2.8794309
158,1200,1.1,25,21,15,-0.052631579,3.700364738,2.8794309
159,1200,1.1,25,21,15,0,3.6698205,2.8794309
160,1200,1.1,25,21,18,-1,0,2.9036
161,1200,1.1,25,21,18,-0.947368421,1.611786796,2.9036
162,1200,1.1,25,21,18,-0.894736842,2.165099265,2.9036
163,1200,1.1,25,21,18,-0.842105263,2.530677152,2.9036
164,1200,1.1,25,21,18,-0.789473684,2.803786382,2.9036
165,1200,1.1,25,21,18,-0.736842105,3.017233451,2.9036
166,1200,1.1,25,21,18,-0.684210526,3.185964205,2.9036
167,1200,1.1,25,21,18,-0.631578947,3.322754466,2.9036
168,1200,1.1,25,21,18,-0.578947368,3.431986543,2.9036
169,1200,1.1,25,21,18,-0.526315789,3.517879049,2.9036
170,1200,1.1,25,21,18,-0.473684211,3.584055074,2.9036
171,1200,1.1,25,21,18,-0.421052632,3.631514391,2.9036
172,1200,1.1,25,21,18,-0.368421053,3.662833834,2.9036
173,1200,1.1,25,21,18,-0.315789474,3.681284648,2.9036
174,1200,1.1,25,21,18,-0.263157895,3.687097564,2.9036
175,1200,1.1,25,21,18,-0.210526316,3.680584165,2.9036
176,1200,1.1,25,21,18,-0.157894737,3.661074271,2.9036
177,1200,1.1,25,21,18,-0.105263158,3.637389588,2.9036
178,1200,1.1,25,21,18,-0.052631579,3.612974359,2.9036
179,1200,1.1,25,21,18,0,3.5922073,2.9036
180,1200,1.1,28,15,12,-1,0,2.7787689
181,1200,1.1,28,15,12,-0.947368421,1.872759717,2.7787689
182,1200,1.1,28,15,12,-0.894736842,2.452966619,2.7787689
183,1200,1.1,28,15,12,-0.842105263,2.828474715,2.7787689
184,1200,1.1,28,15,12,-0.789473684,3.100622493,2.7787689
185,1200,1.1,28,15,12,-0.736842105,3.307397946,2.7787689
186,1200,1.1,28,15,12,-0.684210526,3.470682696,2.7787689
187,1200,1.1,28,15,12,-0.631578947,3.59759601,2.7787689
188,1200,1.1,28,15,12,-0.578947368,3.696244819,2.7787689
189,1200,1.1,28,15,12,-0.526315789,3.772233709,2.7787689
190,1200,1.1,28,15,12,-0.473684211,3.825582734,2.7787689
191,1200,1.1,28,15,12,-0.421052632,3.860008577,2.7787689
192,1200,1.1,28,15,12,-0.368421053,3.878905988,2.7787689
193,1200,1.1,28,15,12,-0.315789474,3.881907416,2.7787689
194,1200,1.1,28,15,12,-0.263157895,3.87206224,2.7787689
195,1200,1.1,28,15,12,-0.210526316,3.853268539,2.7787689
196,1200,1.1,28,15,12,-0.157894737,3.820383545,2.7787689
197,1200,1.1,28,15,12,-0.105263158,3.772842257,2.7787689
198,1200,1.1,28,15,12,-0.052631579,3.734653616,2.7787689
199,1200,1.1,28,15,12,0,3.7018229,2.7787689
200,1200,1.1,28,15,15,-1,0,2.8113541
201,1200,1.1,28,15,15,-0.947368421,1.884647596,2.8113541
202,1200,1.1,28,15,15,-0.894736842,2.43706813,2.8113541
203,1200,1.1,28,15,15,-0.842105263,2.785131757,2.8113541
204,1200,1.1,28,15,15,-0.789473684,3.040596548,2.8113541
205,1200,1.1,28,15,15,-0.736842105,3.230896829,2.8113541
206,1200,1.1,28,15,15,-0.684210526,3.381101015,2.8113541
207,1200,1.1,28,15,15,-0.631578947,3.499609052,2.8113541
208,1200,1.1,28,15,15,-0.578947368,3.592972754,2.8113541
209,1200,1.1,28,15,15,-0.526315789,3.665657046,2.8113541
210,1200,1.1,28,15,15,-0.473684211,3.719475961,2.8113541
211,1200,1.1,28,15,15,-0.421052632,3.752007937,2.8113541
212,1200,1.1,28,15,15,-0.368421053,3.77123187,2.8113541
213,1200,1.1,28,15,15,-0.315789474,3.778540904,2.8113541
214,1200,1.1,28,15,15,-0.263157895,3.776555764,2.8113541
215,1200,1.1,28,15,15,-0.210526316,3.763145004,2.8113541
216,1200,1.1,28,15,15,-0.157894737,3.736560538,2.8113541
217,1200,1.1,28,15,15,-0.105263158,3.703610688,2.8113541
218,1200,1.1,28,15,15,-0.052631579,3.673461098,2.8113541
219,1200,1.1,28,15,15,0,3.6475024,2.8113541
220,1200,1.1,28,15,18,-1,0,2.8361241
221,1200,1.1,28,15,18,-0.947368421,1.855675515,2.8361241
222,1200,1.1,28,15,18,-0.894736842,2.385017215,2.8361241
223,1200,1.1,28,15,18,-0.842105263,2.713131882,2.8361241
224,1200,1.1,28,15,18,-0.789473684,2.949176254,2.8361241
225,1200,1.1,28,15,18,-0.736842105,3.131357659,2.8361241
226,1200,1.1,28,15,18,-0.684210526,3.276195755,2.8361241
227,1200,1.1,28,15,18,-0.631578947,3.388585625,2.8361241
228,1200,1.1,28,15,18,-0.578947368,3.476366841,2.8361241
229,1200,1.1,28,15,18,-0.526315789,3.544239673,2.8361241
230,1200,1.1,28,15,18,-0.473684211,3.595572116,2.8361241
231,1200,1.1,28,15,18,-0.421052632,3.63056322,2.8361241
232,1200,1.1,28,15,18,-0.368421053,3.653051019,2.8361241
233,1200,1.1,28,15,18,-0.315789474,3.664906349,2.8361241
234,1200,1.1,28,15,18,-0.263157895,3.666588932,2.8361241
235,1200,1.1,28,15,18,-0.210526316,3.657651121,2.8361241
236,1200,1.1,28,15,18,-0.157894737,3.638474533,2.8361241
237,1200,1.1,28,15,18,-0.105263158,3.615940355,2.8361241
238,1200,1.1,28,15,18,-0.052631579,3.59416958,2.8361241
239,1200,1.1,28,15,18,0,3.5741674,2.8361241
240,1200,1.1,28,18,12,-1,0,2.7613391
241,1200,1.1,28,18,12,-0.947368421,1.723817457,2.7613391
242,1200,1.1,28,18,12,-0.894736842,2.311611394,2.7613391
243,1200,1.1,28,18,12,-0.842105263,2.694672057,2.7613391
244,1200,1.1,28,18,12,-0.789473684,2.983800745,2.7613391
245,1200,1.1,28,18,12,-0.736842105,3.202963399,2.7613391
246,1200,1.1,28,18,12,-0.684210526,3.378242784,2.7613391
247,1200,1.1,28,18,12,-0.631578947,3.51675804,2.7613391
248,1200,1.1,28,18,12,-0.578947368,3.625056052,2.7613391
249,1200,1.1,28,18,12,-0.526315789,3.709247439,2.7613391
250,1200,1.1,28,18,12,-0.473684211,3.770096871,2.7613391
251,1200,1.1,28,18,12,-0.421052632,3.809823629,2.7613391
252,1200,1.1,28,18,12,-0.368421053,3.831881633,2.7613391
253,1200,1.1,28,18,12,-0.315789474,3.83790849,2.7613391
254,1200,1.1,28,18,12,-0.263157895,3.832010894,2.7613391
255,1200,1.1,28,18,12,-0.210526316,3.814598934,2.7613391
256,1200,1.1,28,18,12,-0.157894737,3.782526219,2.7613391
257,1200,1.1,28,18,12,-0.105263158,3.74139708,2.7613391
258,1200,1.1,28,18,12,-0.052631579,3.707921193,2.7613391
259,1200,1.1,28,18,12,0,3.6762296,2.7613391
260,1200,1.1,28,18,15,-1,0,2.7896517
261,1200,1.1,28,18,15,-0.947368421,1.71747513,2.7896517
262,1200,1.1,28,18,15,-0.894736842,2.280030782,2.7896517
263,1200,1.1,28,18,15,-0.842105263,2.641980419,2.7896517
264,1200,1.1,28,18,15,-0.789473684,2.909850357,2.7896517
265,1200,1.1,28,18,15,-0.736842105,3.117470842,2.7896517
266,1200,1.1,28,18,15,-0.684210526,3.281097853,2.7896517
267,1200,1.1,28,18,15,-0.631578947,3.41009819,2.7896517
268,1200,1.1,28,18,15,-0.578947368,3.511993215,2.7896517
269,1200,1.1,28,18,15,-0.526315789,3.591582271,2.7896517
270,1200,1.1,28,18,15,-0.473684211,3.651781385,2.7896517
271,1200,1.1,28,18,15,-0.421052632,3.689475936,2.7896517
272,1200,1.1,28,18,15,-0.368421053,3.713234709,2.7896517
273,1200,1.1,28,18,15,-0.315789474,3.725560377,2.7896517
274,1200,1.1,28,18,15,-0.263157895,3.726097968,2.7896517
275,1200,1.1,28,18,15,-0.210526316,3.714691978,2.7896517
276,1200,1.1,28,18,15,-0.157894737,3.692386778,2.7896517
277,1200,1.1,28,18,15,-0.105263158,3.66466019,2.7896517
278,1200,1.1,28,18,15,-0.052631579,3.637104425,2.7896517
279,1200,1.1,28,18,15,0,3.6159549,2.7896517
280,1200,1.1,28,18,18,-1,0,2.8085251
281,1200,1.1,28,18,18,-0.947368421,1.678185043,2.8085251
282,1200,1.1,28,18,18,-0.894736842,2.214357939,2.8085251
283,1200,1.1,28,18,18,-0.842105263,2.556207593,2.8085251
284,1200,1.1,28,18,18,-0.789473684,2.813074546,2.8085251
285,1200,1.1,28,18,18,-0.736842105,3.005561198,2.8085251
286,1200,1.1,28,18,18,-0.684210526,3.160227389,2.8085251
287,1200,1.1,28,18,18,-0.631578947,3.28321713,2.8085251
288,1200,1.1,28,18,18,-0.578947368,3.380342844,2.8085251
289,1200,1.1,28,18,18,-0.526315789,3.456319328,2.8085251
290,1200,1.1,28,18,18,-0.473684211,3.514465673,2.8085251
291,1200,1.1,28,18,18,-0.421052632,3.555838649,2.8085251
292,1200,1.1,28,18,18,-0.368421053,3.583656214,2.8085251
293,1200,1.1,28,18,18,-0.315789474,3.599939069,2.8085251
294,1200,1.1,28,18,18,-0.263157895,3.604765219,2.8085251
295,1200,1.1,28,18,18,-0.210526316,3.594576941,2.8085251
296,1200,1.1,28,18,18,-0.157894737,3.582727228,2.8085251
297,1200,1.1,28,18,18,-0.105263158,3.565079452,2.8085251
298,1200,1.1,28,18,18,-0.052631579,3.547349265,2.8085251
299,1200,1.1,28,18,18,0,3.5315924,2.8085251
300,1200,1.1,28,21,12,-1,0,2.736254
301,1200,1.1,28,21,12,-0.947368421,1.605956091,2.736254
302,1200,1.1,28,21,12,-0.894736842,2.17862983,2.736254
303,1200,1.1,28,21,12,-0.842105263,2.57230434,2.736254
304,1200,1.1,28,21,12,-0.789473684,2.869462817,2.736254
305,1200,1.1,28,21,12,-0.736842105,3.1018055,2.736254
306,1200,1.1,28,21,12,-0.684210526,3.285335123,2.736254
307,1200,1.1,28,21,12,-0.631578947,3.433165254,2.736254
308,1200,1.1,28,21,12,-0.578947368,3.549359414,2.736254
309,1200,1.1,28,21,12,-0.526315789,3.640183867,2.736254
310,1200,1.1,28,21,12,-0.473684211,3.707716107,2.736254
311,1200,1.1,28,21,12,-0.421052632,3.752920155,2.736254
312,1200,1.1,28,21,12,-0.368421053,3.777958302,2.736254
313,1200,1.1,28,21,12,-0.315789474,3.787445916,2.736254
314,1200,1.1,28,21,12,-0.263157895,3.785441288,2.736254
315,1200,1.1,28,21,12,-0.210526316,3.770051493,2.736254
316,1200,1.1,28,21,12,-0.157894737,3.739317368,2.736254
317,1200,1.1,28,21,12,-0.105263158,3.705847175,2.736254
318,1200,1.1,28,21,12,-0.052631579,3.675028621,2.736254
319,1200,1.1,28,21,12,0,3.6482668,2.736254
320,1200,1.1,28,21,15,-1,0,2.7598372
321,1200,1.1,28,21,15,-0.947368421,1.582148942,2.7598372
322,1200,1.1,28,21,15,-0.894736842,2.13728857,2.7598372
323,1200,1.1,28,21,15,-0.842105263,2.507258556,2.7598372
324,1200,1.1,28,21,15,-0.789473684,2.788412903,2.7598372
325,1200,1.1,28,21,15,-0.736842105,3.002520834,2.7598372
326,1200,1.1,28,21,15,-0.684210526,3.176683821,2.7598372
327,1200,1.1,28,21,15,-0.631578947,3.316220242,2.7598372
328,1200,1.1,28,21,15,-0.578947368,3.425563636,2.7598372
329,1200,1.1,28,21,15,-0.526315789,3.510621096,2.7598372
330,1200,1.1,28,21,15,-0.473684211,3.575552524,2.7598372
331,1200,1.1,28,21,15,-0.421052632,3.619460694,2.7598372
332,1200,1.1,28,21,15,-0.368421053,3.648786084,2.7598372
333,1200,1.1,28,21,15,-0.315789474,3.664846648,2.7598372
334,1200,1.1,28,21,15,-0.263157895,3.668457323,2.7598372
335,1200,1.1,28,21,15,-0.210526316,3.659729472,2.7598372
336,1200,1.1,28,21,15,-0.157894737,3.640914071,2.7598372
337,1200,1.1,28,21,15,-0.105263158,3.618846455,2.7598372
338,1200,1.1,28,21,15,-0.052631579,3.596760189,2.7598372
339,1200,1.1,28,21,15,0,3.5766507,2.7598372
340,1200,1.1,28,21,18,-1,0,2.7723027
341,1200,1.1,28,21,18,-0.947368421,1.531732522,2.7723027
342,1200,1.1,28,21,18,-0.894736842,2.063134411,2.7723027
343,1200,1.1,28,21,18,-0.842105263,2.417591373,2.7723027
344,1200,1.1,28,21,18,-0.789473684,2.679044554,2.7723027
345,1200,1.1,28,21,18,-0.736842105,2.884066342,2.7723027
346,1200,1.1,28,21,18,-0.684210526,3.045165543,2.7723027
347,1200,1.1,28,21,18,-0.631578947,3.176215915,2.7723027
348,1200,1.1,28,21,18,-0.578947368,3.281088612,2.7723027
349,1200,1.1,28,21,18,-0.526315789,3.363364588,2.7723027
350,1200,1.1,28,21,18,-0.473684211,3.426724055,2.7723027
351,1200,1.1,28,21,18,-0.421052632,3.474006071,2.7723027
352,1200,1.1,28,21,18,-0.368421053,3.507422291,2.7723027
353,1200,1.1,28,21,18,-0.315789474,3.527760712,2.7723027
354,1200,1.1,28,21,18,-0.263157895,3.532180057,2.7723027
355,1200,1.1,28,21,18,-0.210526316,3.524916163,2.7723027
356,1200,1.1,28,21,18,-0.157894737,3.519330102,2.7723027
357,1200,1.1,28,21,18,-0.105263158,3.507735531,2.7723027
358,1200,1.1,28,21,18,-0.052631579,3.493313065,2.7723027
359,1200,1.1,28,21,18,0,3.4850955,2.7723027
360,1200,1.1,31,15,12,-1,0,2.6622538
361,1200,1.1,31,15,12,-0.947368421,1.832146048,2.6622538
362,1200,1.1,31,15,12,-0.894736842,2.394627565,2.6622538
363,1200,1.1,31,15,12,-0.842105263,2.75595201,2.6622538
364,1200,1.1,31,15,12,-0.789473684,3.014236346,2.6622538
365,1200,1.1,31,15,12,-0.736842105,3.212433698,2.6622538
366,1200,1.1,31,15,12,-0.684210526,3.367880746,2.6622538
367,1200,1.1,31,15,12,-0.631578947,3.488170406,2.6622538
368,1200,1.1,31,15,12,-0.578947368,3.581186157,2.6622538
369,1200,1.1,31,15,12,-0.526315789,3.652301332,2.6622538
370,1200,1.1,31,15,12,-0.473684211,3.702156333,2.6622538
371,1200,1.1,31,15,12,-0.421052632,3.734687659,2.6622538
372,1200,1.1,31,15,12,-0.368421053,3.753340416,2.6622538
373,1200,1.1,31,15,12,-0.315789474,3.757501731,2.6622538
374,1200,1.1,31,15,12,-0.263157895,3.751351765,2.6622538
375,1200,1.1,31,15,12,-0.210526316,3.734244737,2.6622538
376,1200,1.1,31,15,12,-0.157894737,3.708079844,2.6622538
377,1200,1.1,31,15,12,-0.105263158,3.676713045,2.6622538
378,1200,1.1,31,15,12,-0.052631579,3.648553447,2.6622538
379,1200,1.1,31,15,12,0,3.6263616,2.6622538
380,1200,1.1,31,15,15,-1,0,2.6864301
381,1200,1.1,31,15,15,-0.947368421,1.823547488,2.6864301
382,1200,1.1,31,15,15,-0.894736842,2.358764701,2.6864301
383,1200,1.1,31,15,15,-0.842105263,2.693480439,2.6864301
384,1200,1.1,31,15,15,-0.789473684,2.940121413,2.6864301
385,1200,1.1,31,15,15,-0.736842105,3.121248677,2.6864301
386,1200,1.1,31,15,15,-0.684210526,3.26500694,2.6864301
387,1200,1.1,31,15,15,-0.631578947,3.377781639,2.6864301
388,1200,1.1,31,15,15,-0.578947368,3.466218431,2.6864301
389,1200,1.1,31,15,15,-0.526315789,3.534944259,2.6864301
390,1200,1.1,31,15,15,-0.473684211,3.586633797,2.6864301
391,1200,1.1,31,15,15,-0.421052632,3.619136717,2.6864301
392,1200,1.1,31,15,15,-0.368421053,3.639263708,2.6864301
393,1200,1.1,31,15,15,-0.315789474,3.649052119,2.6864301
394,1200,1.1,31,15,15,-0.263157895,3.648488636,2.6864301
395,1200,1.1,31,15,15,-0.210526316,3.637306611,2.6864301
396,1200,1.1,31,15,15,-0.157894737,3.618439592,2.6864301
397,1200,1.1,31,15,15,-0.105263158,3.597954955,2.6864301
398,1200,1.1,31,15,15,-0.052631579,3.578570002,2.6864301
399,1200,1.1,31,15,15,0,3.5591762,2.6864301
400,1200,1.1,31,15,18,-1,0,2.7004567
401,1200,1.1,31,15,18,-0.947368421,1.77453549,2.7004567
402,1200,1.1,31,15,18,-0.894736842,2.288951314,2.7004567
403,1200,1.1,31,15,18,-0.842105263,2.604994413,2.7004567
404,1200,1.1,31,15,18,-0.789473684,2.833140725,2.7004567
405,1200,1.1,31,15,18,-0.736842105,3.008576723,2.7004567
406,1200,1.1,31,15,18,-0.684210526,3.147534073,2.7004567
407,1200,1.1,31,15,18,-0.631578947,3.25502624,2.7004567
408,1200,1.1,31,15,18,-0.578947368,3.339279017,2.7004567
409,1200,1.1,31,15,18,-0.526315789,3.404306165,2.7004567
410,1200,1.1,31,15,18,-0.473684211,3.452989143,2.7004567
411,1200,1.1,31,15,18,-0.421052632,3.488626438,2.7004567
412,1200,1.1,31,15,18,-0.368421053,3.513392034,2.7004567
413,1200,1.1,31,15,18,-0.315789474,3.527212982,2.7004567
414,1200,1.1,31,15,18,-0.263157895,3.525855818,2.7004567
415,1200,1.1,31,15,18,-0.210526316,3.516726028,2.7004567
416,1200,1.1,31,15,18,-0.157894737,3.509462863,2.7004567
417,1200,1.1,31,15,18,-0.105263158,3.497059365,2.7004567
418,1200,1.1,31,15,18,-0.052631579,3.483461002,2.7004567
419,1200,1.1,31,15,18,0,3.4757437,2.7004567
