,heat,speed,ra,rl,rv,y_fb,x_fb
2690,1460,1.27,31,21,18,-0.473684211,3.88956002
2691,1460,1.27,31,21,18,-0.421052632,3.942683275
2692,1460,1.27,31,21,18,-0.368421053,3.976437797
2693,1460,1.27,31,21,18,-0.315789474,3.993182953
2694,1460,1.27,31,21,18,-0.263157895,3.994518079
2695,1460,1.27,31,21,18,-0.210526316,3.979671847
2696,1460,1.27,31,21,18,-0.157894737,3.948651778
2697,1460,1.27,31,21,18,-0.105263158,3.897985034
2698,1460,1.27,31,21,18,-0.052631579,3.820849554
2699,1460,1.27,31,21,18,0,3.7768981
2700,1600,1.27,25,15,12,-1,0
2701,1600,1.27,25,15,12,-0.947368421,2.004183812
2702,1600,1.27,25,15,12,-0.894736842,2.730456824
2703,1600,1.27,25,15,12,-0.842105263,3.221650977
2704,1600,1.27,25,15,12,-0.789473684,3.589507124
2705,1600,1.27,25,15,12,-0.736842105,3.874897534
2706,1600,1.27,25,15,12,-0.684210526,4.104298047
2707,1600,1.27,25,15,12,-0.631578947,4.288103924
2708,1600,1.27,25,15,12,-0.578947368,4.432420762
2709,1600,1.27,25,15,12,-0.526315789,4.542434783
2710,1600,1.27,25,15,12,-0.473684211,4.620849482
2711,1600,1.27,25,15,12,-0.421052632,4.674486832
2712,1600,1.27,25,15,12,-0.368421053,4.705456544
2713,1600,1.27,25,15,12,-0.315789474,4.711265495
2714,1600,1.27,25,15,12,-0.263157895,4.683795198
2715,1600,1.27,25,15,12,-0.210526316,4.629437739
2716,1600,1.27,25,15,12,-0.157894737,4.554103594
2717,1600,1.27,25,15,12,-0.105263158,4.441753264
2718,1600,1.27,25,15,12,-0.052631579,4.271165611
2719,1600,1.27,25,15,12,0,3.9974028
2720,1600,1.27,25,15,15,-1,0
2721,1600,1.27,25,15,15,-0.947368421,2.088251684
2722,1600,1.27,25,15,15,-0.894736842,2.790794008
2723,1600,1.27,25,15,15,-0.842105263,3.259584973
2724,1600,1.27,25,15,15,-0.789473684,3.603934465
2725,1600,1.27,25,15,15,-0.736842105,3.871747698
2726,1600,1.27,25,15,15,-0.684210526,4.078879303
2727,1600,1.27,25,15,15,-0.631578947,4.246805511
2728,1600,1.27,25,15,15,-0.578947368,4.380070401
2729,1600,1.27,25,15,15,-0.526315789,4.482314802
2730,1600,1.27,25,15,15,-0.473684211,4.556618979
2731,1600,1.27,25,15,15,-0.421052632,4.607979901
2732,1600,1.27,25,15,15,-0.368421053,4.640130025
2733,1600,1.27,25,15,15,-0.315789474,4.648084945
2734,1600,1.27,25,15,15,-0.263157895,4.625877224
2735,1600,1.27,25,15,15,-0.210526316,4.576263725
2736,1600,1.27,25,15,15,-0.157894737,4.511342544
2737,1600,1.27,25,15,15,-0.105263158,4.41137146
2738,1600,1.27,25,15,15,-0.052631579,4.253919243
2739,1600,1.27,25,15,15,0,3.9866784
2740,1600,1.27,25,15,18,-1,0
2741,1600,1.27,25,15,18,-0.947368421,2.127222614
2742,1600,1.27,25,15,18,-0.894736842,2.8161304
2743,1600,1.27,25,15,18,-0.842105263,3.256131799
2744,1600,1.27,25,15,18,-0.789473684,3.581127199
2745,1600,1.27,25,15,18,-0.736842105,3.831737144
2746,1600,1.27,25,15,18,-0.684210526,4.030046492
2747,1600,1.27,25,15,18,-0.631578947,4.18627578
2748,1600,1.27,25,15,18,-0.578947368,4.31268933
2749,1600,1.27,25,15,18,-0.526315789,4.411147883
2750,1600,1.27,25,15,18,-0.473684211,4.483058269
2751,1600,1.27,25,15,18,-0.421052632,4.528926318
2752,1600,1.27,25,15,18,-0.368421053,4.559744863
2753,1600,1.27,25,15,18,-0.315789474,4.569022634
2754,1600,1.27,25,15,18,-0.263157895,4.554823704
2755,1600,1.27,25,15,18,-0.210526316,4.51279154
2756,1600,1.27,25,15,18,-0.157894737,4.45264544
2757,1600,1.27,25,15,18,-0.105263158,4.364463176
2758,1600,1.27,25,15,18,-0.052631579,4.226482315
2759,1600,1.27,25,15,18,0,3.971878
2760,1600,1.27,25,18,12,-1,0
2761,1600,1.27,25,18,12,-0.947368421,1.935573448
2762,1600,1.27,25,18,12,-0.894736842,2.654589708
2763,1600,1.27,25,18,12,-0.842105263,3.1530038
2764,1600,1.27,25,18,12,-0.789473684,3.533757689
2765,1600,1.27,25,18,12,-0.736842105,3.836158411
2766,1600,1.27,25,18,12,-0.684210526,4.078511143
2767,1600,1.27,25,18,12,-0.631578947,4.274641987
2768,1600,1.27,25,18,12,-0.578947368,4.42918759
2769,1600,1.27,25,18,12,-0.526315789,4.54861925
2770,1600,1.27,25,18,12,-0.473684211,4.633806646
2771,1600,1.27,25,18,12,-0.421052632,4.692343348
2772,1600,1.27,25,18,12,-0.368421053,4.725651367
2773,1600,1.27,25,18,12,-0.315789474,4.730631696
2774,1600,1.27,25,18,12,-0.263157895,4.702449821
2775,1600,1.27,25,18,12,-0.210526316,4.644518028
2776,1600,1.27,25,18,12,-0.157894737,4.56472739
2777,1600,1.27,25,18,12,-0.105263158,4.448953841
2778,1600,1.27,25,18,12,-0.052631579,4.274391382
2779,1600,1.27,25,18,12,0,3.9974431
2780,1600,1.27,25,18,15,-1,0
2781,1600,1.27,25,18,15,-0.947368421,1.998897528
2782,1600,1.27,25,18,15,-0.894736842,2.705148189
2783,1600,1.27,25,18,15,-0.842105263,3.182332402
2784,1600,1.27,25,18,15,-0.789473684,3.543625767
2785,1600,1.27,25,18,15,-0.736842105,3.826253209
2786,1600,1.27,25,18,15,-0.684210526,4.048366459
2787,1600,1.27,25,18,15,-0.631578947,4.228126144
2788,1600,1.27,25,18,15,-0.578947368,4.370756226
2789,1600,1.27,25,18,15,-0.526315789,4.481208929
2790,1600,1.27,25,18,15,-0.473684211,4.561714265
2791,1600,1.27,25,18,15,-0.421052632,4.617902171
2792,1600,1.27,25,18,15,-0.368421053,4.652298213
2793,1600,1.27,25,18,15,-0.315789474,4.662757265
2794,1600,1.27,25,18,15,-0.263157895,4.639848855
2795,1600,1.27,25,18,15,-0.210526316,4.588105627
2796,1600,1.27,25,18,15,-0.157894737,4.520184541
2797,1600,1.27,25,18,15,-0.105263158,4.416337576
2798,1600,1.27,25,18,15,-0.052631579,4.25665011
2799,1600,1.27,25,18,15,0,3.9866452
2800,1600,1.27,25,18,18,-1,0
2801,1600,1.27,25,18,18,-0.947368421,2.02747823
2802,1600,1.27,25,18,18,-0.894736842,2.718154414
2803,1600,1.27,25,18,18,-0.842105263,3.172925276
2804,1600,1.27,25,18,18,-0.789473684,3.515530356
2805,1600,1.27,25,18,18,-0.736842105,3.778779566
2806,1600,1.27,25,18,18,-0.684210526,3.99304713
2807,1600,1.27,25,18,18,-0.631578947,4.160851694
2808,1600,1.27,25,18,18,-0.578947368,4.29602917
2809,1600,1.27,25,18,18,-0.526315789,4.40211376
2810,1600,1.27,25,18,18,-0.473684211,4.479942962
2811,1600,1.27,25,18,18,-0.421052632,4.532007104
2812,1600,1.27,25,18,18,-0.368421053,4.565380176
2813,1600,1.27,25,18,18,-0.315789474,4.575919607
2814,1600,1.27,25,18,18,-0.263157895,4.561613642
2815,1600,1.27,25,18,18,-0.210526316,4.518848783
2816,1600,1.27,25,18,18,-0.157894737,4.457936083
2817,1600,1.27,25,18,18,-0.105263158,4.367976379
2818,1600,1.27,25,18,18,-0.052631579,4.228086035
2819,1600,1.27,25,18,18,0,3.9714798
2820,1600,1.27,25,21,12,-1,0
2821,1600,1.27,25,21,12,-0.947368421,1.874679534
2822,1600,1.27,25,21,12,-0.894736842,2.588614747
2823,1600,1.27,25,21,12,-0.842105263,3.092267921
2824,1600,1.27,25,21,12,-0.789473684,3.483074365
2825,1600,1.27,25,21,12,-0.736842105,3.795672575
2826,1600,1.27,25,21,12,-0.684210526,4.048284853
2827,1600,1.27,25,21,12,-0.631578947,4.254859946
2828,1600,1.27,25,21,12,-0.578947368,4.418600067
2829,1600,1.27,25,21,12,-0.526315789,4.546992066
2830,1600,1.27,25,21,12,-0.473684211,4.638512043
2831,1600,1.27,25,21,12,-0.421052632,4.701433809
2832,1600,1.27,25,21,12,-0.368421053,4.737137636
2833,1600,1.27,25,21,12,-0.315789474,4.742237942
2834,1600,1.27,25,21,12,-0.263157895,4.713781519
2835,1600,1.27,25,21,12,-0.210526316,4.653202246
2836,1600,1.27,25,21,12,-0.157894737,4.5702656
2837,1600,1.27,25,21,12,-0.105263158,4.451880872
2838,1600,1.27,25,21,12,-0.052631579,4.275095559
2839,1600,1.27,25,21,12,0,3.9965006
2840,1600,1.27,25,21,15,-1,0
2841,1600,1.27,25,21,15,-0.947368421,1.91923722
2842,1600,1.27,25,21,15,-0.894736842,2.62656438
2843,1600,1.27,25,21,15,-0.842105263,3.109203991
2844,1600,1.27,25,21,15,-0.789473684,3.482936131
2845,1600,1.27,25,21,15,-0.736842105,3.777818195
2846,1600,1.27,25,21,15,-0.684210526,4.011783933
2847,1600,1.27,25,21,15,-0.631578947,4.201859315
2848,1600,1.27,25,21,15,-0.578947368,4.353386516
2849,1600,1.27,25,21,15,-0.526315789,4.471848774
2850,1600,1.27,25,21,15,-0.473684211,4.558247098
2851,1600,1.27,25,21,15,-0.421052632,4.619078303
2852,1600,1.27,25,21,15,-0.368421053,4.656138102
2853,1600,1.27,25,21,15,-0.315789474,4.667617846
2854,1600,1.27,25,21,15,-0.263157895,4.646051994
2855,1600,1.27,25,21,15,-0.210526316,4.592740859
2856,1600,1.27,25,21,15,-0.157894737,4.522845093
2857,1600,1.27,25,21,15,-0.105263158,4.416939954
2858,1600,1.27,25,21,15,-0.052631579,4.256308903
2859,1600,1.27,25,21,15,0,3.9853216
2860,1600,1.27,25,21,18,-1,0
2861,1600,1.27,25,21,18,-0.947368421,1.933151894
2862,1600,1.27,25,21,18,-0.894736842,2.62365594
2863,1600,1.27,25,21,18,-0.842105263,3.091569327
2864,1600,1.27,25,21,18,-0.789473684,3.44756327
2865,1600,1.27,25,21,18,-0.736842105,3.721855398
2866,1600,1.27,25,21,18,-0.684210526,3.947287645
2867,1600,1.27,25,21,18,-0.631578947,4.127032814
2868,1600,1.27,25,21,18,-0.578947368,4.270468408
2869,1600,1.27,25,21,18,-0.526315789,4.384050253
2870,1600,1.27,25,21,18,-0.473684211,4.467759655
2871,1600,1.27,25,21,18,-0.421052632,4.526199147
2872,1600,1.27,25,21,18,-0.368421053,4.562209
2873,1600,1.27,25,21,18,-0.315789474,4.573890802
2874,1600,1.27,25,21,18,-0.263157895,4.559905543
2875,1600,1.27,25,21,18,-0.210526316,4.51729869
2876,1600,1.27,25,21,18,-0.157894737,4.45636789
2877,1600,1.27,25,21,18,-0.105263158,4.365653818
2878,1600,1.27,25,21,18,-0.052631579,4.224639979
2879,1600,1.27,25,21,18,0,3.9697256
2880,1600,1.27,28,15,12,-1,0
2881,1600,1.27,28,15,12,-0.947368421,1.976301561
2882,1600,1.27,28,15,12,-0.894736842,2.678615514
2883,1600,1.27,28,15,12,-0.842105263,3.157121868
2884,1600,1.27,28,15,12,-0.789473684,3.518259655
2885,1600,1.27,28,15,12,-0.736842105,3.800387575
2886,1600,1.27,28,15,12,-0.684210526,4.02194496
2887,1600,1.27,28,15,12,-0.631578947,4.199922411
2888,1600,1.27,28,15,12,-0.578947368,4.341323191
2889,1600,1.27,28,15,12,-0.526315789,4.451121121
2890,1600,1.27,28,15,12,-0.473684211,4.528839087
2891,1600,1.27,28,15,12,-0.421052632,4.58323462
2892,1600,1.27,28,15,12,-0.368421053,4.617739007
2893,1600,1.27,28,15,12,-0.315789474,4.626913577
2894,1600,1.27,28,15,12,-0.263157895,4.603218045
2895,1600,1.27,28,15,12,-0.210526316,4.549787319
2896,1600,1.27,28,15,12,-0.157894737,4.483988873
2897,1600,1.27,28,15,12,-0.105263158,4.386055392
2898,1600,1.27,28,15,12,-0.052631579,4.23469008
2899,1600,1.27,28,15,12,0,3.9765201
2900,1600,1.27,28,15,15,-1,0
2901,1600,1.27,28,15,15,-0.947368421,2.042111419
2902,1600,1.27,28,15,15,-0.894736842,2.733636955
2903,1600,1.27,28,15,15,-0.842105263,3.187656741
2904,1600,1.27,28,15,15,-0.789473684,3.524634818
2905,1600,1.27,28,15,15,-0.736842105,3.788762499
2906,1600,1.27,28,15,15,-0.684210526,3.993589589
2907,1600,1.27,28,15,15,-0.631578947,4.156365767
2908,1600,1.27,28,15,15,-0.578947368,4.286966674
2909,1600,1.27,28,15,15,-0.526315789,4.389282417
2910,1600,1.27,28,15,15,-0.473684211,4.46263561
2911,1600,1.27,28,15,15,-0.421052632,4.515168119
2912,1600,1.27,28,15,15,-0.368421053,4.546792472
2913,1600,1.27,28,15,15,-0.315789474,4.554336711
2914,1600,1.27,28,15,15,-0.263157895,4.537103174
2915,1600,1.27,28,15,15,-0.210526316,4.49373367
2916,1600,1.27,28,15,15,-0.157894737,4.433169067
2917,1600,1.27,28,15,15,-0.105263158,4.345166308
2918,1600,1.27,28,15,15,-0.052631579,4.208390299
2919,1600,1.27,28,15,15,0,3.96629
2920,1600,1.27,28,15,18,-1,0
2921,1600,1.27,28,15,18,-0.947368421,2.081188114
2922,1600,1.27,28,15,18,-0.894736842,2.75040377
2923,1600,1.27,28,15,18,-0.842105263,3.180483605
2924,1600,1.27,28,15,18,-0.789473684,3.498900097
2925,1600,1.27,28,15,18,-0.736842105,3.741893308
2926,1600,1.27,28,15,18,-0.684210526,3.93845565
2927,1600,1.27,28,15,18,-0.631578947,4.091419044
2928,1600,1.27,28,15,18,-0.578947368,4.214920795
2929,1600,1.27,28,15,18,-0.526315789,4.312375776
2930,1600,1.27,28,15,18,-0.473684211,4.382362659
2931,1600,1.27,28,15,18,-0.421052632,4.431357115
2932,1600,1.27,28,15,18,-0.368421053,4.462604845
2933,1600,1.27,28,15,18,-0.315789474,4.474861314
2934,1600,1.27,28,15,18,-0.263157895,4.463159881
2935,1600,1.27,28,15,18,-0.210526316,4.42810668
2936,1600,1.27,28,15,18,-0.157894737,4.37281542
2937,1600,1.27,28,15,18,-0.105263158,4.29277625
2938,1600,1.27,28,15,18,-0.052631579,4.17035775
2939,1600,1.27,28,15,18,0,3.9516083
2940,1600,1.27,28,18,12,-1,0
2941,1600,1.27,28,18,12,-0.947368421,1.89895296
2942,1600,1.27,28,18,12,-0.894736842,2.603595567
2943,1600,1.27,28,18,12,-0.842105263,3.086836295
2944,1600,1.27,28,18,12,-0.789473684,3.459497474
2945,1600,1.27,28,18,12,-0.736842105,3.753980791
2946,1600,1.27,28,18,12,-0.684210526,3.987435253
2947,1600,1.27,28,18,12,-0.631578947,4.17785065
2948,1600,1.27,28,18,12,-0.578947368,4.330343455
2949,1600,1.27,28,18,12,-0.526315789,4.448676832
2950,1600,1.27,28,18,12,-0.473684211,4.533258058
2951,1600,1.27,28,18,12,-0.421052632,4.592707211
2952,1600,1.27,28,18,12,-0.368421053,4.629182529
2953,1600,1.27,28,18,12,-0.315789474,4.639130705
2954,1600,1.27,28,18,12,-0.263157895,4.615879856
2955,1600,1.27,28,18,12,-0.210526316,4.559693742
2956,1600,1.27,28,18,12,-0.157894737,4.490553634
2957,1600,1.27,28,18,12,-0.105263158,4.3893525
2958,1600,1.27,28,18,12,-0.052631579,4.23585985
2959,1600,1.27,28,18,12,0,3.9757441
2960,1600,1.27,28,18,15,-1,0
2961,1600,1.27,28,18,15,-0.947368421,1.953305321
2962,1600,1.27,28,18,15,-0.894736842,2.644028446
2963,1600,1.27,28,18,15,-0.842105263,3.107021864
2964,1600,1.27,28,18,15,-0.789473684,3.460442555
2965,1600,1.27,28,18,15,-0.736842105,3.735774375
2966,1600,1.27,28,18,15,-0.684210526,3.954514164
2967,1600,1.27,28,18,15,-0.631578947,4.129030494
2968,1600,1.27,28,18,15,-0.578947368,4.269638292
2969,1600,1.27,28,18,15,-0.526315789,4.379254854
2970,1600,1.27,28,18,15,-0.473684211,4.45910783
2971,1600,1.27,28,18,15,-0.421052632,4.516686947
2972,1600,1.27,28,18,15,-0.368421053,4.552098435
2973,1600,1.27,28,18,15,-0.315789474,4.56067662
2974,1600,1.27,28,18,15,-0.263157895,4.543310909
2975,1600,1.27,28,18,15,-0.210526316,4.498361048
2976,1600,1.27,28,18,15,-0.157894737,4.436143116
2977,1600,1.27,28,18,15,-0.105263158,4.346128785
2978,1600,1.27,28,18,15,-0.052631579,4.208198878
2979,1600,1.27,28,18,15,0,3.9651969
2980,1600,1.27,28,18,18,-1,0
2981,1600,1.27,28,18,18,-0.947368421,1.969916232
2982,1600,1.27,28,18,18,-0.894736842,2.649124965
2983,1600,1.27,28,18,18,-0.842105263,3.089855704
2984,1600,1.27,28,18,18,-0.789473684,3.425647053
2985,1600,1.27,28,18,18,-0.736842105,3.682355682
2986,1600,1.27,28,18,18,-0.684210526,3.89059325
2987,1600,1.27,28,18,18,-0.631578947,4.055991631
2988,1600,1.27,28,18,18,-0.578947368,4.189925329
2989,1600,1.27,28,18,18,-0.526315789,4.294667896
2990,1600,1.27,28,18,18,-0.473684211,4.371495012
2991,1600,1.27,28,18,18,-0.421052632,4.425086084
2992,1600,1.27,28,18,18,-0.368421053,4.459366344
2993,1600,1.27,28,18,18,-0.315789474,4.473287998
2994,1600,1.27,28,18,18,-0.263157895,4.462047476
2995,1600,1.27,28,18,18,-0.210526316,4.427336141
2996,1600,1.27,28,18,18,-0.157894737,4.372114316
2997,1600,1.27,28,18,18,-0.105263158,4.291431147
2998,1600,1.27,28,18,18,-0.052631579,4.168194952
2999,1600,1.27,28,18,18,0,3.9499312
3000,1600,1.27,28,21,12,-1,0
3001,1600,1.27,28,21,12,-0.947368421,1.83381002
3002,1600,1.27,28,21,12,-0.894736842,2.528158622
3003,1600,1.27,28,21,12,-0.842105263,3.019512897
3004,1600,1.27,28,21,12,-0.789473684,3.401307739
3005,1600,1.27,28,21,12,-0.736842105,3.704821428
3006,1600,1.27,28,21,12,-0.684210526,3.949307322
3007,1600,1.27,28,21,12,-0.631578947,4.150935235
3008,1600,1.27,28,21,12,-0.578947368,4.312616385
3009,1600,1.27,28,21,12,-0.526315789,4.438367344
3010,1600,1.27,28,21,12,-0.473684211,4.529242283
3011,1600,1.27,28,21,12,-0.421052632,4.593441859
3012,1600,1.27,28,21,12,-0.368421053,4.632202458
3013,1600,1.27,28,21,12,-0.315789474,4.643152484
3014,1600,1.27,28,21,12,-0.263157895,4.620404341
3015,1600,1.27,28,21,12,-0.210526316,4.562733544
3016,1600,1.27,28,21,12,-0.157894737,4.491427632
3017,1600,1.27,28,21,12,-0.105263158,4.388188308
3018,1600,1.27,28,21,12,-0.052631579,4.234002263
3019,1600,1.27,28,21,12,0,3.9741383
3020,1600,1.27,28,21,15,-1,0
3021,1600,1.27,28,21,15,-0.947368421,1.869963988
3022,1600,1.27,28,21,15,-0.894736842,2.559561319
3023,1600,1.27,28,21,15,-0.842105263,3.031322562
3024,1600,1.27,28,21,15,-0.789473684,3.395638152
3025,1600,1.27,28,21,15,-0.736842105,3.679157046
3026,1600,1.27,28,21,15,-0.684210526,3.909403026
3027,1600,1.27,28,21,15,-0.631578947,4.094747251
3028,1600,1.27,28,21,15,-0.578947368,4.244324506
3029,1600,1.27,28,21,15,-0.526315789,4.360896437
3030,1600,1.27,28,21,15,-0.473684211,4.446989179
3031,1600,1.27,28,21,15,-0.421052632,4.509435383
3032,1600,1.27,28,21,15,-0.368421053,4.548508277
3033,1600,1.27,28,21,15,-0.315789474,4.558663488
3034,1600,1.27,28,21,15,-0.263157895,4.54161224
3035,1600,1.27,28,21,15,-0.210526316,4.496331
3036,1600,1.27,28,21,15,-0.157894737,4.433401639
3037,1600,1.27,28,21,15,-0.105263158,4.342503675
3038,1600,1.27,28,21,15,-0.052631579,4.204349903
3039,1600,1.27,28,21,15,0,3.9630459
3040,1600,1.27,28,21,18,-1,0
3041,1600,1.27,28,21,18,-0.947368421,1.876833531
3042,1600,1.27,28,21,18,-0.894736842,2.548502891
3043,1600,1.27,28,21,18,-0.842105263,3.005579638
3044,1600,1.27,28,21,18,-0.789473684,3.349314312
3045,1600,1.27,28,21,18,-0.736842105,3.619109052
3046,1600,1.27,28,21,18,-0.684210526,3.836381061
3047,1600,1.27,28,21,18,-0.631578947,4.012917854
3048,1600,1.27,28,21,18,-0.578947368,4.155673753
3049,1600,1.27,28,21,18,-0.526315789,4.267394032
3050,1600,1.27,28,21,18,-0.473684211,4.350881363
3051,1600,1.27,28,21,18,-0.421052632,4.409190819
3052,1600,1.27,28,21,18,-0.368421053,4.446602378
3053,1600,1.27,28,21,18,-0.315789474,4.462323603
3054,1600,1.27,28,21,18,-0.263157895,4.452304285
3055,1600,1.27,28,21,18,-0.210526316,4.418882692
3056,1600,1.27,28,21,18,-0.157894737,4.364540668
3057,1600,1.27,28,21,18,-0.105263158,4.28427534
3058,1600,1.27,28,21,18,-0.052631579,4.161611611
3059,1600,1.27,28,21,18,0,3.9468911
3060,1600,1.27,31,15,12,-1,0
3061,1600,1.27,31,15,12,-0.947368421,1.936611416
3062,1600,1.27,31,15,12,-0.894736842,2.629166075
3063,1600,1.27,31,15,12,-0.842105263,3.095036475
3064,1600,1.27,31,15,12,-0.789473684,3.447808735
3065,1600,1.27,31,15,12,-0.736842105,3.723069134
3066,1600,1.27,31,15,12,-0.684210526,3.93774099
3067,1600,1.27,31,15,12,-0.631578947,4.113053943
3068,1600,1.27,31,15,12,-0.578947368,4.252320053
3069,1600,1.27,31,15,12,-0.526315789,4.35885404
3070,1600,1.27,31,15,12,-0.473684211,4.436300914
3071,1600,1.27,31,15,12,-0.421052632,4.492690574
3072,1600,1.27,31,15,12,-0.368421053,4.528310707
3073,1600,1.27,31,15,12,-0.315789474,4.534897055
3074,1600,1.27,31,15,12,-0.263157895,4.51431512
3075,1600,1.27,31,15,12,-0.210526316,4.469085035
3076,1600,1.27,31,15,12,-0.157894737,4.405744625
3077,1600,1.27,31,15,12,-0.105263158,4.31799159
3078,1600,1.27,31,15,12,-0.052631579,4.185603067
3079,1600,1.27,31,15,12,0,3.9581531
3080,1600,1.27,31,15,15,-1,0
3081,1600,1.27,31,15,15,-0.947368421,1.996137095
3082,1600,1.27,31,15,15,-0.894736842,2.673360043
3083,1600,1.27,31,15,15,-0.842105263,3.115863008
3084,1600,1.27,31,15,15,-0.789473684,3.446710928
3085,1600,1.27,31,15,15,-0.736842105,3.702182525
3086,1600,1.27,31,15,15,-0.684210526,3.904642429
3087,1600,1.27,31,15,15,-0.631578947,4.06449464
3088,1600,1.27,31,15,15,-0.578947368,4.193707455
3089,1600,1.27,31,15,15,-0.526315789,4.2939608
3090,1600,1.27,31,15,15,-0.473684211,4.367783782
3091,1600,1.27,31,15,15,-0.421052632,4.418483328
3092,1600,1.27,31,15,15,-0.368421053,4.449253751
3093,1600,1.27,31,15,15,-0.315789474,4.459735223
3094,1600,1.27,31,15,15,-0.263157895,4.445664774
3095,1600,1.27,31,15,15,-0.210526316,4.409956005
3096,1600,1.27,31,15,15,-0.157894737,4.353985126
3097,1600,1.27,31,15,15,-0.105263158,4.2743669
3098,1600,1.27,31,15,15,-0.052631579,4.154526422
3099,1600,1.27,31,15,15,0,3.9466009
3100,1600,1.27,31,15,18,-1,0
3101,1600,1.27,31,15,18,-0.947368421,2.033547015
3102,1600,1.27,31,15,18,-0.894736842,2.682083044
3103,1600,1.27,31,15,18,-0.842105263,3.10181216
3104,1600,1.27,31,15,18,-0.789473684,3.415314172
3105,1600,1.27,31,15,18,-0.736842105,3.651819379
3106,1600,1.27,31,15,18,-0.684210526,3.841917162
3107,1600,1.27,31,15,18,-0.631578947,3.992371046
3108,1600,1.27,31,15,18,-0.578947368,4.114066556
3109,1600,1.27,31,15,18,-0.526315789,4.209285362
3110,1600,1.27,31,15,18,-0.473684211,4.280891398
3111,1600,1.27,31,15,18,-0.421052632,4.330877845
3112,1600,1.27,31,15,18,-0.368421053,4.363663547
3113,1600,1.27,31,15,18,-0.315789474,4.377134687
3114,1600,1.27,31,15,18,-0.263157895,4.369232766
3115,1600,1.27,31,15,18,-0.210526316,4.341698971
3116,1600,1.27,31,15,18,-0.157894737,4.291990126
3117,1600,1.27,31,15,18,-0.105263158,4.222503472
3118,1600,1.27,31,15,18,-0.052631579,4.112982754
3119,1600,1.27,31,15,18,0,3.9305747
3120,1600,1.27,31,18,12,-1,0
3121,1600,1.27,31,18,12,-0.947368421,1.863559273
3122,1600,1.27,31,18,12,-0.894736842,2.548652001
3123,1600,1.27,31,18,12,-0.842105263,3.01832143
3124,1600,1.27,31,18,12,-0.789473684,3.382770975
3125,1600,1.27,31,18,12,-0.736842105,3.668178173
3126,1600,1.27,31,18,12,-0.684210526,3.89850233
3127,1600,1.27,31,18,12,-0.631578947,4.084915778
3128,1600,1.27,31,18,12,-0.578947368,4.233354416
3129,1600,1.27,31,18,12,-0.526315789,4.348144782
3130,1600,1.27,31,18,12,-0.473684211,4.432699844
3131,1600,1.27,31,18,12,-0.421052632,4.493749655
3132,1600,1.27,31,18,12,-0.368421053,4.532039183
3133,1600,1.27,31,18,12,-0.315789474,4.540828316
3134,1600,1.27,31,18,12,-0.263157895,4.519781185
3135,1600,1.27,31,18,12,-0.210526316,4.47257149
3136,1600,1.27,31,18,12,-0.157894737,4.407252508
3137,1600,1.27,31,18,12,-0.105263158,4.317387042
3138,1600,1.27,31,18,12,-0.052631579,4.183927048
3139,1600,1.27,31,18,12,0,3.9564936
3140,1600,1.27,31,18,15,-1,0
3141,1600,1.27,31,18,15,-0.947368421,1.899807465
3142,1600,1.27,31,18,15,-0.894736842,2.581217727
3143,1600,1.27,31,18,15,-0.842105263,3.03002917
3144,1600,1.27,31,18,15,-0.789473684,3.375025223
3145,1600,1.27,31,18,15,-0.736842105,3.640939954
3146,1600,1.27,31,18,15,-0.684210526,3.85879046
3147,1600,1.27,31,18,15,-0.631578947,4.030106798
3148,1600,1.27,31,18,15,-0.578947368,4.167868786
3149,1600,1.27,31,18,15,-0.526315789,4.275486991
3150,1600,1.27,31,18,15,-0.473684211,4.356222009
3151,1600,1.27,31,18,15,-0.421052632,4.412167205
3152,1600,1.27,31,18,15,-0.368421053,4.445988002
3153,1600,1.27,31,18,15,-0.315789474,4.457968591
3154,1600,1.27,31,18,15,-0.263157895,4.444411131
3155,1600,1.27,31,18,15,-0.210526316,4.408604713
3156,1600,1.27,31,18,15,-0.157894737,4.351943026
3157,1600,1.27,31,18,15,-0.105263158,4.27145118
3158,1600,1.27,31,18,15,-0.052631579,4.151098815
3159,1600,1.27,31,18,15,0,3.9444435
3160,1600,1.27,31,18,18,-1,0
3161,1600,1.27,31,18,18,-0.947368421,1.919688984
3162,1600,1.27,31,18,18,-0.894736842,2.573813238
3163,1600,1.27,31,18,18,-0.842105263,3.006882296
3164,1600,1.27,31,18,18,-0.789473684,3.331843772
3165,1600,1.27,31,18,18,-0.736842105,3.583652081
3166,1600,1.27,31,18,18,-0.684210526,3.785581405
3167,1600,1.27,31,18,18,-0.631578947,3.948328358
3168,1600,1.27,31,18,18,-0.578947368,4.079276487
3169,1600,1.27,31,18,18,-0.526315789,4.182403126
3170,1600,1.27,31,18,18,-0.473684211,4.260330815
3171,1600,1.27,31,18,18,-0.421052632,4.315255119
3172,1600,1.27,31,18,18,-0.368421053,4.351825075
3173,1600,1.27,31,18,18,-0.315789474,4.367270538
3174,1600,1.27,31,18,18,-0.263157895,4.360557223
3175,1600,1.27,31,18,18,-0.210526316,4.334204972
3176,1600,1.27,31,18,18,-0.157894737,4.285475332
3177,1600,1.27,31,18,18,-0.105263158,4.216606226
3178,1600,1.27,31,18,18,-0.052631579,4.1071988
3179,1600,1.27,31,18,18,0,3.9276261
3180,1600,1.27,31,21,12,-1,0
3181,1600,1.27,31,21,12,-0.947368421,1.79467587
3182,1600,1.27,31,21,12,-0.894736842,2.471214131
